item_no,Main,Sub,Final,Thickness,Specifications,Size,Length,Width,Height,Cost,R_S_B,Sq_inch_cost,Shipping Cost,Sq. Inch $ w/shipping,Supplier,lead_time
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.575"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$25.98,(S),$0.0067,$0.0003,$0.0070,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.772"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$29.23,(S),$0.0075,$0.0004,$0.0079,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"2.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$32.99,(S),$0.0085,$0.0004,$0.0089,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"2.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$41.24,(S),$0.0106,$0.0005,$0.0111,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"3.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$49.45,(S),$0.0127,$0.0006,$0.0134,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"3.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$57.74,(S),$0.0149,$0.0007,$0.0156,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"4.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$65.99,(S),$0.0170,$0.0008,$0.0178,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"4.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$74.24,(S),$0.0191,$0.0010,$0.0200,WT Burnett,2-3 weeks
EMR-3,Acoustic Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"5.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$82.49,(S),$0.0212,$0.0011,$0.0223,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".125"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$2.17,(S),$0.0006,$0.0001,$0.0007,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".250"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$4.33,(S),$0.0011,$0.0001,$0.0012,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".394"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$6.83,(S),$0.0018,$0.0001,$0.0018,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".500"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$8.67,(S),$0.0022,$0.0001,$0.0023,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".591"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$10.24,(S),$0.0026,$0.0001,$0.0028,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".787"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$13.64,(S),$0.0035,$0.0002,$0.0037,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.000"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$17.33,(S),$0.0045,$0.0002,$0.0047,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.181"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$20.47,(S),$0.0053,$0.0003,$0.0055,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.378"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$23.89,(S),$0.0061,$0.0003,$0.0065,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.575"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$27.30,(S),$0.0070,$0.0004,$0.0074,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.772"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$30.72,(S),$0.0079,$0.0004,$0.0083,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"2.000"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$34.67,(S),$0.0089,$0.0004,$0.0094,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"2.500"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$43.34,(S),$0.0111,$0.0006,$0.0117,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"3.000"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$52.00,(S),$0.0134,$0.0007,$0.0140,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"3.500"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$60.67,(S),$0.0156,$0.0008,$0.0164,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"4.000"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$69.34,(S),$0.0178,$0.0009,$0.0187,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"4.500"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$78.00,(S),$0.0201,$0.0010,$0.0211,WT Burnett,2-3 weeks
S82ND2,Acoustic Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"5.000"" thick",MIL-PRF-26514G Type 1 Grade B; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$86.67,(S),$0.0223,$0.0011,$0.0234,WT Burnett,2-3 weeks
CPT# .25X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,".250"" thick",FMVSS302,"48"" x 108""",108,48,,$23.95,(S),$0.0046,$0.0002,$0.0049,Merryweather Foam,4-6 weeks
CPT# .394X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,".394"" thick",FMVSS302,"48"" x 108""",108,48,,$27.95,(S),$0.0054,$0.0003,$0.0057,Merryweather Foam,4-6 weeks
CPT# .5X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,".500"" thick",FMVSS302,"48"" x 108""",108,48,,$30.65,(S),$0.0059,$0.0003,$0.0062,Merryweather Foam,4-6 weeks
CPT# .59X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,".590"" thick",FMVSS302,"48"" x 108""",108,48,,$35.15,(S),$0.0068,$0.0003,$0.0071,Merryweather Foam,4-6 weeks
CPT# .787X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,".787"" thick",FMVSS302,"48"" x 108""",108,48,,$38.40,(S),$0.0074,$0.0004,$0.0078,Merryweather Foam,4-6 weeks
CPT# 1.00X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,"1.000"" thick",FMVSS302,"48"" x 108""",108,48,,$44.15,(S),$0.0085,$0.0004,$0.0089,Merryweather Foam,4-6 weeks
CPT# 2.00X48X108X313W2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE White,"2.000"" thick",FMVSS302,"48"" x 108""",108,48,,$71.10,(S),$0.0137,$0.0007,$0.0144,Merryweather Foam,4-6 weeks
CPT# .25X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),".250"" thick",FMVSS302,"24"" x 108""",108,24,,$24.80,(S),$0.0096,$0.0005,$0.0100,Merryweather Foam,4-6 weeks
CPT# .394X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),".394"" thick",FMVSS302,"24"" x 108""",108,24,,$29.35,(S),$0.0113,$0.0006,$0.0119,Merryweather Foam,4-6 weeks
CPT# .5X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),".500"" thick",FMVSS302,"24"" x 108""",108,24,,$32.40,(S),$0.0125,$0.0006,$0.0131,Merryweather Foam,4-6 weeks
CPT# .59X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),".590"" thick",FMVSS302,"24"" x 108""",108,24,,$37.45,(S),$0.0144,$0.0007,$0.0152,Merryweather Foam,4-6 weeks
CPT# .787X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),".787"" thick",FMVSS302,"24"" x 108""",108,24,,$41.10,(S),$0.0159,$0.0008,$0.0166,Merryweather Foam,4-6 weeks
CPT# 1.00X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),"1.000"" thick",FMVSS302,"24"" x 108""",108,24,,$47.55,(S),$0.0183,$0.0009,$0.0193,Merryweather Foam,4-6 weeks
CPT# 2.00X24X108X3244,Closed Cell Foam,Extruded Polyethylene,4# Extruded PE Natural (White),"2.000"" thick",FMVSS302,"24"" x 108""",108,24,,$77.95,(S),$0.0301,$0.0015,$0.0316,Merryweather Foam,4-6 weeks
CPT# .25X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),".250"" thick",FMVSS302,"24"" x 108""",108,24,,$26.25,(S),$0.0101,$0.0005,$0.0106,Merryweather Foam,4-6 weeks
CPT# .394X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),".394"" thick",FMVSS302,"24"" x 108""",108,24,,$31.50,(S),$0.0122,$0.0006,$0.0128,Merryweather Foam,4-6 weeks
CPT# .5X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),".500"" thick",FMVSS302,"24"" x 108""",108,24,,$35.35,(S),$0.0136,$0.0007,$0.0143,Merryweather Foam,4-6 weeks
CPT# .59X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),".590"" thick",FMVSS302,"24"" x 108""",108,24,,$41.35,(S),$0.0160,$0.0008,$0.0168,Merryweather Foam,4-6 weeks
CPT# .787X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),".787"" thick",FMVSS302,"24"" x 108""",108,24,,$45.70,(S),$0.0176,$0.0009,$0.0185,Merryweather Foam,4-6 weeks
CPT# 1.00X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),"1.000"" thick",FMVSS302,"24"" x 108""",108,24,,$53.45,(S),$0.0206,$0.0010,$0.0217,Merryweather Foam,4-6 weeks
CPT# 2.00X24X108X3246,Closed Cell Foam,Extruded Polyethylene,6# Extruded PE Natural (White),"2.000"" thick",FMVSS302,"24"" x 108""",108,24,,$89.65,(S),$0.0346,$0.0017,$0.0363,Merryweather Foam,4-6 weeks
CPT# .25X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,".250"" thick",FMVSS302,"48"" x 108""",108,48,,$24.45,(S),$0.0047,$0.0002,$0.0050,Merryweather Foam,4-6 weeks
CPT# .394X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,".394"" thick",FMVSS302,"48"" x 108""",108,48,,$28.85,(S),$0.0056,$0.0003,$0.0058,Merryweather Foam,4-6 weeks
CPT# .5X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,".500"" thick",FMVSS302,"48"" x 108""",108,48,,$31.75,(S),$0.0061,$0.0003,$0.0064,Merryweather Foam,4-6 weeks
CPT# .59X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,".590"" thick",FMVSS302,"48"" x 108""",108,48,,$36.65,(S),$0.0071,$0.0004,$0.0074,Merryweather Foam,4-6 weeks
CPT# .787X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,".787"" thick",FMVSS302,"48"" x 108""",108,48,,$40.15,(S),$0.0077,$0.0004,$0.0081,Merryweather Foam,4-6 weeks
CPT# 1.00X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,"1.000"" thick",FMVSS302,"48"" x 108""",108,48,,$46.35,(S),$0.0089,$0.0004,$0.0094,Merryweather Foam,4-6 weeks
CPT# 2.00X48X108X323C2C,Closed Cell Foam,Extruded Polyethylene,2.2# Extruded PE Black,"2.000"" thick",FMVSS302,"48"" x 108""",108,48,,$75.50,(S),$0.0146,$0.0007,$0.0153,Merryweather Foam,4-6 weeks
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,".394"" thick",,"60"" x 80""",80,60,,$18.12,(S),$0.0038,$0.0002,$0.0040,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,".787"" thick",,"60"" x 80""",80,60,,$36.20,(S),$0.0075,$0.0004,$0.0079,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"1.000"" thick",,"60"" x 80""",80,60,,$46.00,(S),$0.0096,$0.0005,$0.0101,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"1.181"" thick",,"60"" x 80""",80,60,,$54.33,(S),$0.0113,$0.0006,$0.0119,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"1.378"" thick",,"60"" x 80""",80,60,,$63.39,(S),$0.0132,$0.0007,$0.0139,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"1.575"" thick",,"60"" x 80""",80,60,,$72.45,(S),$0.0151,$0.0008,$0.0158,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"1.772"" thick",,"60"" x 80""",80,60,,$81.51,(S),$0.0170,$0.0008,$0.0178,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"2.000"" thick",,"60"" x 80""",80,60,,$92.00,(S),$0.0192,$0.0010,$0.0201,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"2.500"" thick",,"60"" x 80""",80,60,,$115.00,(S),$0.0240,$0.0012,$0.0252,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"3.000"" thick",,"60"" x 80""",80,60,,$138.00,(S),$0.0288,$0.0014,$0.0302,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"3.500"" thick",,"60"" x 80""",80,60,,$165.60,(S),$0.0345,$0.0017,$0.0362,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"4.000"" thick",,"60"" x 80""",80,60,,$184.00,(S),$0.0383,$0.0019,$0.0403,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"4.500"" thick",,"60"" x 80""",80,60,,$207.00,(S),$0.0431,$0.0022,$0.0453,New England Foam,7+ days
4# Rebond,Open Cell Foam,Rebond (Chip Urethane),4.0# Rebond Multicolored,"5.000"" thick",,"60"" x 80""",80,60,,$230.00,(S),$0.0479,$0.0024,$0.0503,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,".394"" thick",,"60"" x 80""",80,60,,$19.44,(S),$0.0041,$0.0002,$0.0043,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,".787"" thick",,"60"" x 80""",80,60,,$38.83,(S),$0.0081,$0.0004,$0.0085,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"1.000"" thick",,"60"" x 80""",80,60,,$49.33,(S),$0.0103,$0.0005,$0.0108,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"1.181"" thick",,"60"" x 80""",80,60,,$58.26,(S),$0.0121,$0.0006,$0.0127,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"1.378"" thick",,"60"" x 80""",80,60,,$67.98,(S),$0.0142,$0.0007,$0.0149,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"1.575"" thick",,"60"" x 80""",80,60,,$77.71,(S),$0.0162,$0.0008,$0.0170,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"1.772"" thick",,"60"" x 80""",80,60,,$87.42,(S),$0.0182,$0.0009,$0.0191,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"2.000"" thick",,"60"" x 80""",80,60,,$98.67,(S),$0.0206,$0.0010,$0.0216,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"2.500"" thick",,"60"" x 80""",80,60,,$123.33,(S),$0.0257,$0.0013,$0.0270,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"3.000"" thick",,"60"" x 80""",80,60,,$148.00,(S),$0.0308,$0.0015,$0.0324,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"3.500"" thick",,"60"" x 80""",80,60,,$172.67,(S),$0.0360,$0.0018,$0.0378,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"4.000"" thick",,"60"" x 80""",80,60,,$197.33,(S),$0.0411,$0.0021,$0.0432,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"4.500"" thick",,"60"" x 80""",80,60,,$222.00,(S),$0.0463,$0.0023,$0.0486,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"5.000"" thick",,"60"" x 80""",80,60,,$246.67,(S),$0.0514,$0.0026,$0.0540,New England Foam,7+ days
6# Rebond,Open Cell Foam,Rebond (Chip Urethane),6.0# Rebond Multicolored,"5.000"" thick",,"60"" x 80""",80,60,,$246.67,(S),$0.0514,$0.0026,$0.0540,New England Foam,7+ days
7# Rebond,Open Cell Foam,Rebond (Chip Urethane),7.0# Rebond Multicolored,"1.00"" thick",,"50"" x 80""",80,50,,$58.99,(S),$0.0147,$0.0007,$0.0155,The Foam Factory,
7# Rebond,Open Cell Foam,Rebond (Chip Urethane),7.0# Rebond Multicolored,"2.00"" thick",,"50"" x 80""",80,50,,$116.99,(S),$0.0292,$0.0015,$0.0307,The Foam Factory,
"Super Max Foam 1/8"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,".125"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$16.99,(S),$0.0027,$0.0001,$0.0029,The Foam Factory,
"Super Max Foam 1/4"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,".250"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$18.99,(S),$0.0030,$0.0002,$0.0032,The Foam Factory,
"Super Max Foam 3/8"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,".375"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$20.99,(S),$0.0034,$0.0002,$0.0035,The Foam Factory,
"Super Max Foam 1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,".500"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$27.99,(S),$0.0045,$0.0002,$0.0047,The Foam Factory,
"Super Max Foam 1"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,"1.000"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$54.99,(S),$0.0088,$0.0004,$0.0093,The Foam Factory,
"Super Max Foam 1-1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,"1.500"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$80.99,(S),$0.0130,$0.0006,$0.0136,The Foam Factory,
"Super Max Foam 2"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,"2.000"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$107.99,(S),$0.0173,$0.0009,$0.0182,The Foam Factory,
"Super Max Foam 2-1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,"2.500"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$134.99,(S),$0.0217,$0.0011,$0.0227,The Foam Factory,
"Super Max Foam 3"" Thick",Open Cell Foam,Polyurethane (Polyether),SMF (2.8#) Polyether (Firm) Greenish Blue,"3.000"" thick",25% ILD (LB) ASTM D 3574: 70 (ILD),"82"" x 76""",82,76,,$160.99,(S),$0.0258,$0.0013,$0.0271,The Foam Factory,
"Super Lux Foam 1/8"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,".125"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$13.99,(S),$0.0022,$0.0001,$0.0024,The Foam Factory,
"Super Lux Foam 1/4"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,".250"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$15.99,(S),$0.0026,$0.0001,$0.0027,The Foam Factory,
"Super Lux Foam 3/8"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,".375"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$17.99,(S),$0.0029,$0.0001,$0.0030,The Foam Factory,
"Super Lux Foam 1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,".500"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$22.99,(S),$0.0037,$0.0002,$0.0039,The Foam Factory,
"Super Lux Foam 1"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,"1.000"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$44.99,(S),$0.0072,$0.0004,$0.0076,The Foam Factory,
"Super Lux Foam 1-1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,"1.500"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$66.99,(S),$0.0107,$0.0005,$0.0113,The Foam Factory,
"Super Lux Foam 2"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,"2.000"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$88.99,(S),$0.0143,$0.0007,$0.0150,The Foam Factory,
"Super Lux Foam 2-1/2"" Thick",Open Cell Foam,Polyurethane (Polyether),SLF (1.8#) Polyether (Firm) Light Grey,"2.500"" thick",25% ILD (LB) ASTM D 3574:  100 (Value),"82"" x 76""",82,76,,$110.99,(S),$0.0178,$0.0009,$0.0187,The Foam Factory,
